,word,sentiment
20618,wondrous,positive
20619,woo,positive
20620,work,positive
20621,workable,positive
20622,worked,positive
20623,works,positive
20624,world-famous,positive
20625,worn,negative
20626,worried,negative
20627,worriedly,negative
20628,worrier,negative
20629,worries,negative
20630,worrisome,negative
20631,worry,negative
20632,worrying,negative
20633,worryingly,negative
20634,worse,negative
20635,worsen,negative
20636,worsening,negative
20637,worst,negative
20638,worth,positive
20639,worth-while,positive
20640,worthiness,positive
20641,worthless,negative
20642,worthlessly,negative
20643,worthlessness,negative
20644,worthwhile,positive
20645,worthy,positive
20646,wound,negative
20647,wounds,negative
20648,wow,positive
20649,wowed,positive
20650,wowing,positive
20651,wows,positive
20652,wrangle,negative
20653,wrath,negative
20654,wreak,negative
20655,wreaked,negative
20656,wreaks,negative
20657,wreck,negative
20658,wrest,negative
20659,wrestle,negative
20660,wretch,negative
20661,wretched,negative
20662,wretchedly,negative
20663,wretchedness,negative
20664,wrinkle,negative
20665,wrinkled,negative
20666,wrinkles,negative
20667,wrip,negative
20668,wripped,negative
20669,wripping,negative
20670,writhe,negative
20671,wrong,negative
20672,wrongful,negative
20673,wrongly,negative
20674,wrought,negative
20675,yawn,negative
20676,yay,positive
20677,youthful,positive
20678,zap,negative
20679,zapped,negative
20680,zaps,negative
20681,zeal,positive
20682,zealot,negative
20683,zealous,negative
20684,zealously,negative
20685,zenith,positive
20686,zest,positive
20687,zippy,positive
20688,zombie,negative
